id,triggeredon,asin,brand,city,location,platform,pname,status,status_text,id,triggeredon,brand,bu,category,division,platform,revenue,sku_code,sub_category,units
3149,"2024-06-13 11:00:02.000000",B073XK7LF7,Raaga,Gurgaon,122003,Amazon,"Raaga Anti Hairfall Shampoo 200ml",1,"Add to Cart",635,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,38440.699999999997,B073XK7LF7,Shampoo,NULL
2912,"2024-06-16 11:00:01.000000",B01MCXK563,Cavin's,"Lucknow  HQ",201301,"Amazon Fresh","Cavin's Kaju Butterscotch Milkshake, 1 L",0,"Currently Unavailable",637,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,Amazon,9257.1000000000004,B01MCXK563,"Cavin's Milkshake 1L",NULL
2504,"2024-06-22 11:00:02.000000",B01MCXK563,Cavin's,"Lucknow  HQ",201301,"Amazon Fresh","Cavin's Kaju Butterscotch Milkshake, 1 L",0,"Currently Unavailable",637,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,Amazon,9257.1000000000004,B01MCXK563,"Cavin's Milkshake 1L",NULL
2972,"2024-06-16 11:00:01.000000",B01MG2PZRL,Cavin's,"Lucknow  HQ",201301,"Amazon Fresh","Cavin's Vanilla Milkshake, 1L",0,"Currently Unavailable",643,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,Amazon,9085.7000000000007,B01MG2PZRL,"Cavin's Milkshake 1L",NULL
2564,"2024-06-22 11:00:02.000000",B01MG2PZRL,Cavin's,"Lucknow  HQ",201301,"Amazon Fresh","Cavin's Vanilla Milkshake, 1L",0,"Currently Unavailable",643,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,Amazon,9085.7000000000007,B01MG2PZRL,"Cavin's Milkshake 1L",NULL
2369,"2024-06-13 11:00:02.000000",B071RD3QCG,Chik,Gurgaon,122003,Amazon,"Chik Egg 340ml",1,"Add to Cart",644,"2024-05-31 12:30:25.000000",Chik,EC,"Hair Care",PC,Amazon,63387.199999999997,B071RD3QCG,Shampoo,NULL
3166,"2024-06-28 11:00:05.000000",B07LBB7XGQ,Meera,Hyderabad,500003,Amazon,"Meera Anti dandruff 180ml",1,"Add to Cart",647,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Amazon,19837.400000000001,B07LBB7XGQ,Shampoo,NULL
2646,"2024-07-01 11:00:04.000000",B07LBB7XGQ,Meera,Gurgaon,122003,Amazon,"Meera Anti dandruff 180ml",1,"Add to Cart",647,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Amazon,19837.400000000001,B07LBB7XGQ,Shampoo,NULL
3032,"2024-06-16 11:00:01.000000",B01MG4DJ2R,Cavin's,"Lucknow  HQ",201301,"Amazon Fresh","Cavin's Strawberry Milkshake, 1L",0,"Currently Unavailable",649,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,Amazon,16971.400000000001,B01MG4DJ2R,"Cavin's Milkshake 1L",NULL
2624,"2024-06-22 11:00:02.000000",B01MG4DJ2R,Cavin's,"Lucknow  HQ",201301,"Amazon Fresh","Cavin's Strawberry Milkshake, 1L",0,"Currently Unavailable",649,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,Amazon,16971.400000000001,B01MG4DJ2R,"Cavin's Milkshake 1L",NULL
3149,"2024-06-13 11:00:02.000000",B073XK7LF7,Raaga,Gurgaon,122003,Amazon,"Raaga Anti Hairfall Shampoo 200ml",1,"Add to Cart",650,"2024-05-31 12:30:25.000000","Raaga Professional",EC,"Hair Care",PR,Amazon,34970.300000000003,B073XK7LF7,Shampoo,NULL
3286,"2024-06-28 11:00:05.000000",B07M8VQTRR,Meera,Hyderabad,500003,Amazon,"Meera Hairfall Care 1000ml",1,"Add to Cart",653,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Amazon,521327.59999999998,B07M8VQTRR,Shampoo,NULL
2766,"2024-07-01 11:00:04.000000",B07M8VQTRR,Meera,Gurgaon,122003,Amazon,"Meera Hairfall Care 1000ml",1,"Add to Cart",653,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Amazon,521327.59999999998,B07M8VQTRR,Shampoo,NULL
3262,"2024-05-01 00:00:00.000000",40103748,Cavin's,Pune,411014,BigBasket," Vanilla Milkshake, 1L",1,"Add to basketAdd to basket",655,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",48815,40103748,"Cavin's Milkshake 1L",NULL
2681,"2024-05-02 00:00:00.000000",40103748,Cavin's,NULL,380001,BigBasket," Vanilla Milkshake, 1L",0,"Notify MeNotify Me",655,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",48815,40103748,"Cavin's Milkshake 1L",NULL
2428,"2024-06-24 11:00:07.000000",40103748,Cavin's,"Bangalore HQ",560001,BigBasket," Vanilla Milkshake, 1L",1,"Add to basketAdd to basket",655,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",48815,40103748,"Cavin's Milkshake 1L",NULL
2886,"2024-07-01 11:00:04.000000",B07MN3X7TP,Meera,Gurgaon,122003,Amazon,"Meera Strong & Healthy1000ml",1,"Add to Cart",659,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Amazon,134651,B07MN3X7TP,Shampoo,NULL
3285,"2024-06-06 11:00:17.000000",40008459,Meera,Mumbai,400070,BigBasket,"Meera Herbal Hairwash Powder 150gm",0,"Notify MeNotify Me",660,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,"Big Basket",173452.89999999999,40008459,"Hair Wash Powder",NULL
2456,"2024-06-08 11:00:04.000000",40008459,Meera,Hyderabad,500003,BigBasket,"Meera Herbal Hairwash Powder 150gm",1,"Add to basketAdd to basket",660,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,"Big Basket",173452.89999999999,40008459,"Hair Wash Powder",NULL
3202,"2024-05-01 00:00:00.000000",40103749,Cavin's,Pune,411014,BigBasket," Chocolate Milkshake, 1L",1,"Add to basketAdd to basket",661,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",164571.39999999999,40103749,"Cavin's Milkshake 1L",NULL
2561,"2024-05-02 00:00:00.000000",40103749,Cavin's,NULL,380001,BigBasket," Chocolate Milkshake, 1L",0,"Notify MeNotify Me",661,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",164571.39999999999,40103749,"Cavin's Milkshake 1L",NULL
2488,"2024-06-24 11:00:07.000000",40103749,Cavin's,"Bangalore HQ",560001,BigBasket," Chocolate Milkshake, 1L",1,"Add to basketAdd to basket",661,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",164571.39999999999,40103749,"Cavin's Milkshake 1L",NULL
3166,"2024-06-28 11:00:05.000000",B07LBB7XGQ,Meera,Hyderabad,500003,Amazon,"Meera Anti dandruff 180ml",1,"Add to Cart",662,"2024-05-31 12:30:25.000000",Meera,EC,"Hair Care",PC,Amazon,22909,B07LBB7XGQ,Shampoo,NULL
2646,"2024-07-01 11:00:04.000000",B07LBB7XGQ,Meera,Gurgaon,122003,Amazon,"Meera Anti dandruff 180ml",1,"Add to Cart",662,"2024-05-31 12:30:25.000000",Meera,EC,"Hair Care",PC,Amazon,22909,B07LBB7XGQ,Shampoo,NULL
3314,"2024-06-25 11:00:02.000000",B07WSNM7S9,Raaga,Chennai,600004,Amazon,"Raaga Anti Hairfall Shampoo 1000ml",0,"Currently unavailable.",665,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,81152.5,B07WSNM7S9,Shampoo,NULL
2776,"2024-05-01 00:00:00.000000",B07WSNM7S9,Raaga,"Chennai Region",600002,Amazon,"Raaga Anti Hairfall Shampoo 1000ml",0,"Temporarily out of stock.",665,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,81152.5,B07WSNM7S9,Shampoo,NULL
2746,"2024-06-28 11:00:05.000000",B07WSNM7S9,Raaga,Delhi,110075,Amazon,"Raaga Anti Hairfall Shampoo 1000ml",0,"Currently unavailable.",665,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,81152.5,B07WSNM7S9,Shampoo,NULL
3142,"2024-05-01 00:00:00.000000",40103750,Cavin's,Pune,411014,BigBasket," Strawberry Milkshake, 1L",1,"Add to basketAdd to basket",667,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",33600,40103750,"Cavin's Milkshake 1L",NULL
2548,"2024-06-24 11:00:07.000000",40103750,Cavin's,"Bangalore HQ",560001,BigBasket," Strawberry Milkshake, 1L",0,"Notify MeNotify Me",667,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",33600,40103750,"Cavin's Milkshake 1L",NULL
2501,"2024-05-02 00:00:00.000000",40103750,Cavin's,NULL,380001,BigBasket," Strawberry Milkshake, 1L",0,"Notify MeNotify Me",667,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",33600,40103750,"Cavin's Milkshake 1L",NULL
3286,"2024-06-28 11:00:05.000000",B07M8VQTRR,Meera,Hyderabad,500003,Amazon,"Meera Hairfall Care 1000ml",1,"Add to Cart",668,"2024-05-31 12:30:25.000000",Meera,EC,"Hair Care",PC,Amazon,539665.30000000005,B07M8VQTRR,Shampoo,NULL
2766,"2024-07-01 11:00:04.000000",B07M8VQTRR,Meera,Gurgaon,122003,Amazon,"Meera Hairfall Care 1000ml",1,"Add to Cart",668,"2024-05-31 12:30:25.000000",Meera,EC,"Hair Care",PC,Amazon,539665.30000000005,B07M8VQTRR,Shampoo,NULL
2818,"2024-05-22 11:00:06.000000",B09474B2HM,Spinz,Calcutta,700027,Amazon,"Spinz DeoExotic 200ml",1,"Add to Cart",670,"2024-05-31 12:30:25.000000",Spinz,EC,Fragrance,PC,Amazon,72437.199999999997,B09474B2HM,Deodorant,NULL
3106,"2024-06-28 11:00:05.000000",B083VS7C4M,Meera,Delhi,110075,Amazon,"Meera Anti dandruff 340ml",1,"Add to Cart",671,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Amazon,161224.39999999999,B083VS7C4M,Shampoo,NULL
2493,"2024-07-03 11:00:13.000000",72199,Meera,Hyderabad,500003,Blinkit,"Meera Herbal Hairwash Powder 150gm",1,ADD,672,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Blinkit,57332.400000000001,72199,"Hair Wash Powder",NULL
3082,"2024-05-01 00:00:00.000000",40103751,Cavin's,Pune,411014,BigBasket," Kaju Butterscotch Milkshake, 1 L",0,"Notify MeNotify Me",673,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",38057.099999999999,40103751,"Cavin's Milkshake 1L",NULL
2608,"2024-06-24 11:00:07.000000",40103751,Cavin's,"Bangalore HQ",560001,BigBasket," Kaju Butterscotch Milkshake, 1 L",1,"Add to basketAdd to basket",673,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",38057.099999999999,40103751,"Cavin's Milkshake 1L",NULL
2381,"2024-05-02 00:00:00.000000",40103751,Cavin's,NULL,380001,BigBasket," Kaju Butterscotch Milkshake, 1 L",0,"Notify MeNotify Me",673,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",38057.099999999999,40103751,"Cavin's Milkshake 1L",NULL
2886,"2024-07-01 11:00:04.000000",B07MN3X7TP,Meera,Gurgaon,122003,Amazon,"Meera Strong & Healthy1000ml",1,"Add to Cart",674,"2024-05-31 12:30:25.000000",Meera,EC,"Hair Care",PC,Amazon,287012.59999999998,B07MN3X7TP,Shampoo,NULL
2998,"2024-05-22 11:00:06.000000",B09D9J3H64,Spinz,Calcutta,700027,Amazon,"Spinz DeoEnchante 200ml",0,"Currently unavailable.",676,"2024-05-31 12:30:25.000000",Spinz,EC,Fragrance,PC,Amazon,27285.799999999999,B09D9J3H64,Deodorant,NULL
2476,"2024-05-01 00:00:00.000000",B09D9J3H64,Spinz,Nagpur,440001,Amazon,"Spinz DeoEnchante 200ml",1,"Add to Cart",676,"2024-05-31 12:30:25.000000",Spinz,EC,Fragrance,PC,Amazon,27285.799999999999,B09D9J3H64,Deodorant,NULL
3226,"2024-06-28 11:00:05.000000",B083VSBL43,Meera,Delhi,110075,Amazon,"Meera Anti dandruff 650ml",1,"Add to Cart",677,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Amazon,160050.70000000001,B083VSBL43,Shampoo,NULL
3314,"2024-06-25 11:00:02.000000",B07WSNM7S9,Raaga,Chennai,600004,Amazon,"Raaga Anti Hairfall Shampoo 1000ml",0,"Currently unavailable.",680,"2024-05-31 12:30:25.000000","Raaga Professional",EC,"Hair Care",PR,Amazon,63762.699999999997,B07WSNM7S9,Shampoo,NULL
2776,"2024-05-01 00:00:00.000000",B07WSNM7S9,Raaga,"Chennai Region",600002,Amazon,"Raaga Anti Hairfall Shampoo 1000ml",0,"Temporarily out of stock.",680,"2024-05-31 12:30:25.000000","Raaga Professional",EC,"Hair Care",PR,Amazon,63762.699999999997,B07WSNM7S9,Shampoo,NULL
2746,"2024-06-28 11:00:05.000000",B07WSNM7S9,Raaga,Delhi,110075,Amazon,"Raaga Anti Hairfall Shampoo 1000ml",0,"Currently unavailable.",680,"2024-05-31 12:30:25.000000","Raaga Professional",EC,"Hair Care",PR,Amazon,63762.699999999997,B07WSNM7S9,Shampoo,NULL
2998,"2024-05-22 11:00:06.000000",B09D9J3H64,Spinz,Calcutta,700027,Amazon,"Spinz DeoEnchante 200ml",0,"Currently unavailable.",682,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,1038.0999999999999,B09D9J3H64,Deodorant,NULL
2476,"2024-05-01 00:00:00.000000",B09D9J3H64,Spinz,Nagpur,440001,Amazon,"Spinz DeoEnchante 200ml",1,"Add to Cart",682,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,1038.0999999999999,B09D9J3H64,Deodorant,NULL
3016,"2024-05-01 00:00:00.000000",B08J8MSYLV,Meera,"Chennai Region",600002,Amazon,"Meera Anti dandruff 1000ml",1,"Add to Cart",683,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Amazon,693951.19999999995,B08J8MSYLV,Shampoo,NULL
3292,"2024-06-29 11:00:46.000000",381975,Cavin's,"Bangalore HQ",560001,Blinkit," Vanilla Milkshake, 1L",1,ADD,685,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,Blinkit,92565,381975,"Cavin's Milkshake 1L",NULL
3106,"2024-06-28 11:00:05.000000",B083VS7C4M,Meera,Delhi,110075,Amazon,"Meera Anti dandruff 340ml",1,"Add to Cart",686,"2024-05-31 12:30:25.000000",Meera,EC,"Hair Care",PC,Amazon,142305.39999999999,B083VS7C4M,Shampoo,NULL
3058,"2024-05-22 11:00:06.000000",B09DGJPFQS,Spinz,Calcutta,700027,Amazon,"Spinz DeoYellowBlossom 200ml",1,"Add to Cart",688,"2024-05-31 12:30:25.000000",Spinz,EC,Fragrance,PC,Amazon,21926.099999999999,B09DGJPFQS,Deodorant,NULL
2698,"2024-05-22 11:00:06.000000",B093DH1CD8,Chik,Calcutta,700027,Amazon,"Chik Egg 650ml",1,"Add to Cart",689,"2024-03-19 17:40:20.000000",Chik,EC,"Hair Care",PC,Amazon,128562.2,B093DH1CD8,Shampoo,NULL
2822,"2024-05-30 11:00:16.000000",MLKEUHKFCEKTDHZK,Cavin's,Mumbai,400070,"Flipkart Grocery"," Kaju Butterscotch Milkshake, 1 L",1,Add,691,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",202971.39999999999,MLKEUHKFCEKTDHZK,"Cavin's Milkshake 1L",NULL
2799,"2024-07-03 11:00:13.000000",MLKEUHKFCEKTDHZK,Cavin's,Gurgaon,122003,"Flipkart Grocery"," Kaju Butterscotch Milkshake, 1 L",1,Add,691,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",202971.39999999999,MLKEUHKFCEKTDHZK,"Cavin's Milkshake 1L",NULL
2366,"2024-05-19 00:00:00.000000",MLKEUHKFCEKTDHZK,Cavin's,"Bangalore HQ",560001,"Flipkart Grocery"," Kaju Butterscotch Milkshake, 1 L",1,Add,691,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",202971.39999999999,MLKEUHKFCEKTDHZK,"Cavin's Milkshake 1L",NULL
3226,"2024-06-28 11:00:05.000000",B083VSBL43,Meera,Delhi,110075,Amazon,"Meera Anti dandruff 650ml",1,"Add to Cart",692,"2024-05-31 12:30:25.000000",Meera,EC,"Hair Care",PC,Amazon,167564.89999999999,B083VSBL43,Shampoo,NULL
3178,"2024-05-22 11:00:06.000000",B09DGLLKRN,Spinz,Calcutta,700027,Amazon,"Spinz DeoBlueBounce 200ml",1,"Add to Cart",694,"2024-05-31 12:30:25.000000",Spinz,EC,Fragrance,PC,Amazon,16079.1,B09DGLLKRN,Deodorant,NULL
2942,"2024-05-30 11:00:16.000000",MLKEUHKFDPFXJJSH,Cavin's,Mumbai,400070,"Flipkart Grocery"," Strawberry Milkshake, 1L",1,Add,697,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",137828.60000000001,MLKEUHKFDPFXJJSH,"Cavin's Milkshake 1L",NULL
2859,"2024-07-03 11:00:13.000000",MLKEUHKFDPFXJJSH,Cavin's,Gurgaon,122003,"Flipkart Grocery"," Strawberry Milkshake, 1L",1,Add,697,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",137828.60000000001,MLKEUHKFDPFXJJSH,"Cavin's Milkshake 1L",NULL
2486,"2024-05-19 00:00:00.000000",MLKEUHKFDPFXJJSH,Cavin's,"Bangalore HQ",560001,"Flipkart Grocery"," Strawberry Milkshake, 1L",1,Add,697,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",137828.60000000001,MLKEUHKFDPFXJJSH,"Cavin's Milkshake 1L",NULL
3016,"2024-05-01 00:00:00.000000",B08J8MSYLV,Meera,"Chennai Region",600002,Amazon,"Meera Anti dandruff 1000ml",1,"Add to Cart",698,"2024-05-31 12:30:25.000000",Meera,EC,"Hair Care",PC,Amazon,871646.19999999995,B08J8MSYLV,Shampoo,NULL
3178,"2024-05-22 11:00:06.000000",B09DGLLKRN,Spinz,Calcutta,700027,Amazon,"Spinz DeoBlueBounce 200ml",1,"Add to Cart",700,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,296.60000000000002,B09DGLLKRN,Deodorant,NULL
3196,"2024-05-01 00:00:00.000000",B0979BTGY4,Karthika,"Chennai Region",600002,Amazon,"Karthika Hairfall shield 650ml",1,"Add to Cart",701,"2024-03-19 17:40:20.000000",Karthika,EC,"Hair Care",PC,Amazon,65742.100000000006,B0979BTGY4,Shampoo,NULL
2878,"2024-05-22 11:00:06.000000",B0979BTGY4,Karthika,Calcutta,700027,Amazon,"Karthika Hairfall shield 650ml",0,"Currently unavailable.",701,"2024-03-19 17:40:20.000000",Karthika,EC,"Hair Care",PC,Amazon,65742.100000000006,B0979BTGY4,Shampoo,NULL
2834,"2024-06-25 11:00:02.000000",B07WR32ZQ4,Raaga,Chennai,600004,Amazon,"Raaga Spa4Head Vitalizing CreamBath 750gm",1,"Add to Cart",702,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,7882.6000000000004,B07WR32ZQ4,"Hair Spa",NULL
2427,"2024-07-03 11:00:13.000000",B07WR32ZQ4,Raaga,"Bangalore HQ",560001,Amazon,"Raaga Spa4Head Vitalizing CreamBath 750gm",1,"Add to Cart",702,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,7882.6000000000004,B07WR32ZQ4,"Hair Spa",NULL
2356,"2024-05-01 00:00:00.000000",B07WR32ZQ4,Raaga,"Chennai Region",600002,Amazon,"Raaga Spa4Head Vitalizing CreamBath 750gm",1,"Add to Cart",702,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,7882.6000000000004,B07WR32ZQ4,"Hair Spa",NULL
3182,"2024-05-30 11:00:16.000000",MLKEUHKFHAWNJBPA,Cavin's,Mumbai,400070,"Flipkart Grocery"," Chocolate Milkshake, 1L",1,Add,703,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",128228.60000000001,MLKEUHKFHAWNJBPA,"Cavin's Milkshake 1L",NULL
2979,"2024-07-03 11:00:13.000000",MLKEUHKFHAWNJBPA,Cavin's,Gurgaon,122003,"Flipkart Grocery"," Chocolate Milkshake, 1L",1,Add,703,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",128228.60000000001,MLKEUHKFHAWNJBPA,"Cavin's Milkshake 1L",NULL
2726,"2024-05-19 00:00:00.000000",MLKEUHKFHAWNJBPA,Cavin's,"Bangalore HQ",560001,"Flipkart Grocery"," Chocolate Milkshake, 1L",1,Add,703,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",128228.60000000001,MLKEUHKFHAWNJBPA,"Cavin's Milkshake 1L",NULL
2375,"2024-06-24 11:00:07.000000",MLKEUHKFHAWNJBPA,Cavin's,Gurgaon,122003,"Flipkart Grocery"," Chocolate Milkshake, 1L",1,Add,703,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",128228.60000000001,MLKEUHKFHAWNJBPA,"Cavin's Milkshake 1L",NULL
2698,"2024-05-22 11:00:06.000000",B093DH1CD8,Chik,Calcutta,700027,Amazon,"Chik Egg 650ml",1,"Add to Cart",704,"2024-05-31 12:30:25.000000",Chik,EC,"Hair Care",PC,Amazon,223002,B093DH1CD8,Shampoo,NULL
3238,"2024-05-22 11:00:06.000000",B09DGLMPMK,Spinz,Calcutta,700027,Amazon,"Spinz DeoPristineGreen 200ml",1,"Add to Cart",706,"2024-05-31 12:30:25.000000",Spinz,EC,Fragrance,PC,Amazon,8283.2000000000007,B09DGLMPMK,Deodorant,NULL
2716,"2024-05-01 00:00:00.000000",B09DGLMPMK,Spinz,Nagpur,440001,Amazon,"Spinz DeoPristineGreen 200ml",1,"Add to Cart",706,"2024-05-31 12:30:25.000000",Spinz,EC,Fragrance,PC,Amazon,8283.2000000000007,B09DGLMPMK,Deodorant,NULL
3302,"2024-05-30 11:00:16.000000",MLKEUHKFJYPWJMC6,Cavin's,Mumbai,400070,"Flipkart Grocery"," Vanilla Milkshake, 1L",1,Add,709,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",173142.89999999999,MLKEUHKFJYPWJMC6,"Cavin's Milkshake 1L",NULL
3039,"2024-07-03 11:00:13.000000",MLKEUHKFJYPWJMC6,Cavin's,Gurgaon,122003,"Flipkart Grocery"," Vanilla Milkshake, 1L",1,Add,709,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",173142.89999999999,MLKEUHKFJYPWJMC6,"Cavin's Milkshake 1L",NULL
2846,"2024-05-19 00:00:00.000000",MLKEUHKFJYPWJMC6,Cavin's,"Bangalore HQ",560001,"Flipkart Grocery"," Vanilla Milkshake, 1L",1,Add,709,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",173142.89999999999,MLKEUHKFJYPWJMC6,"Cavin's Milkshake 1L",NULL
2435,"2024-06-24 11:00:07.000000",MLKEUHKFJYPWJMC6,Cavin's,Gurgaon,122003,"Flipkart Grocery"," Vanilla Milkshake, 1L",1,Add,709,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Flipkart Grocery",173142.89999999999,MLKEUHKFJYPWJMC6,"Cavin's Milkshake 1L",NULL
3238,"2024-05-22 11:00:06.000000",B09DGLMPMK,Spinz,Calcutta,700027,Amazon,"Spinz DeoPristineGreen 200ml",1,"Add to Cart",712,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,296.60000000000002,B09DGLMPMK,Deodorant,NULL
2716,"2024-05-01 00:00:00.000000",B09DGLMPMK,Spinz,Nagpur,440001,Amazon,"Spinz DeoPristineGreen 200ml",1,"Add to Cart",712,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,296.60000000000002,B09DGLMPMK,Deodorant,NULL
2355,"2024-05-01 00:00:00.000000",B0B51QGL42,Meera,Mumbai,400001,Amazon,"Meera EnrichSpa Saffron 200ml",0,"Currently unavailable.",714,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Amazon,2942.4000000000001,B0B51QGL42,"Hair Spa",NULL
3152,"2024-06-16 11:00:01.000000",B07DCQYWS8,Cavin's,"Lucknow  HQ",201301,"Amazon Fresh","Cavin's Rose Lassi, 180 ml",0,"Currently Unavailable",715,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,Amazon,4800,B07DCQYWS8,"Cavin's Lassi",NULL
2744,"2024-06-22 11:00:02.000000",B07DCQYWS8,Cavin's,"Lucknow  HQ",201301,"Amazon Fresh","Cavin's Rose Lassi, 180 ml",0,"Currently Unavailable",715,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,Amazon,4800,B07DCQYWS8,"Cavin's Lassi",NULL
3196,"2024-05-01 00:00:00.000000",B0979BTGY4,Karthika,"Chennai Region",600002,Amazon,"Karthika Hairfall shield 650ml",1,"Add to Cart",716,"2024-05-31 12:30:25.000000",Karthika,EC,"Hair Care",PC,Amazon,82890.899999999994,B0979BTGY4,Shampoo,NULL
2878,"2024-05-22 11:00:06.000000",B0979BTGY4,Karthika,Calcutta,700027,Amazon,"Karthika Hairfall shield 650ml",0,"Currently unavailable.",716,"2024-05-31 12:30:25.000000",Karthika,EC,"Hair Care",PC,Amazon,82890.899999999994,B0979BTGY4,Shampoo,NULL
3358,"2024-05-22 11:00:06.000000",B09DGNFH6W,Spinz,Calcutta,700027,Amazon,"Spinz DeoMysticWhite 200ml",1,"Add to Cart",718,"2024-05-31 12:30:25.000000",Spinz,EC,Fragrance,PC,Amazon,16403.900000000001,B09DGNFH6W,Deodorant,NULL
2896,"2024-05-01 00:00:00.000000",B09DGNFH6W,Spinz,Nagpur,440001,Amazon,"Spinz DeoMysticWhite 200ml",1,"Add to Cart",718,"2024-05-31 12:30:25.000000",Spinz,EC,Fragrance,PC,Amazon,16403.900000000001,B09DGNFH6W,Deodorant,NULL
3208,"2024-06-24 11:00:07.000000",40127644,Cavin's,"Bangalore HQ",560001,BigBasket," Rose Lassi, 180 ml",1,"Add to basketAdd to basket",721,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",66819,40127644,"Cavin's Lassi",NULL
3017,"2024-06-25 11:00:02.000000",40127644,Cavin's,Delhi,110075,BigBasket," Rose Lassi, 180 ml",1,"Add to basketAdd to basket",721,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",66819,40127644,"Cavin's Lassi",NULL
2962,"2024-05-01 00:00:00.000000",40127644,Cavin's,Pune,411014,BigBasket," Rose Lassi, 180 ml",1,"Add to basketAdd to basket",721,"2024-03-19 17:40:20.000000",Cavin's,EC,"Dairy Products",AD,"Big Basket",66819,40127644,"Cavin's Lassi",NULL
